species,FUSE_min,FUSE_max,FUSE_mean,FUSE_median,FUSE_sd,FUn_min,FUn_max,FUn_mean,FUn_median,FUn_sd,FSp_min,FSp_max,FSp_mean,FSp_median,FSp_sd,FUSE,FUSE_alt,FUGE,FDGE,FSGE,FUS,FUn_std,FSp_std,FDist_std,FUSE_rank
Acipenser transmontanus,0,0,0,0,0,0.1500055629796074,0.921217289719366,0.4844734004452034,0.43333537454092,0.32170939810531585,0.9502104152096698,1,0.9719876598785973,0.9688701121523596,0.02130824207945388,0,0,0,0,0,0.7713138954259431,0.16112363182534656,0.6101902636005966,0.5839570136934961,142
Aetobatus narinari,0.5294850688868507,1.3374641051777396,0.8317503818980657,0.8250174137720673,0.1288858055039421,0,1,0.23368469887707635,0.2050285182717477,0.16100097644070205,0.6374390452448242,1,0.8784025898994927,0.900669379580475,0.0853445492033785,0.707331512917533,0.619796417333229,0.2699337184346524,0.3707358218316778,0.4373977944828806,0.8585496348381085,0.30987762711633743,0.5486720077217712,0.4488002814216202,82
Aetobatus ocellatus,0.31227543179531614,1.4161022167506916,0.8202911075489795,0.7854788384863824,0.2294547387156646,0,0.7142848943995859,0.2362182543815083,0.1680876734824013,0.17995910456897085,0.14695827055794297,0.4822619382025438,0.2964193780919858,0.30361405164318034,0.07320276740946764,0.5954792982673818,0.5275393371064685,0.2687140223022452,0.1614134297884805,0.32676527596513655,0.34737847405610633,0.15414047418500282,0.1932379998711035,0.08758535948846709,98
Aetomylaeus bovinus,Inf,-Inf,NA,NA,NA,0.00210587783077172,1,0.326051839327152,0.2868035350525519,0.2344988158042092,0.04788388790206884,0.31759988523470617,0.1265085367431351,0.0987269777004726,0.07043484273988328,NA,NA,NA,NA,NA,0.27692211347371887,0.15359651942499408,0.1233255940487248,0.07780147160426328,NA
Albatrossia pectoralis,Inf,-Inf,NA,NA,NA,0.28260847258058147,0.4090892960008183,0.29406314805936173,0.28313785829202437,0.03234510683941753,0.2835382341883437,0.3164768410882208,0.2927737044833837,0.29167637400073254,0.009998867089206,NA,NA,NA,NA,NA,0.6909847846027968,0.4390694360209559,0.25191534858184095,0.3415693975199884,NA
Alopias pelagicus,0.27520422272157785,1.49275795859505,0.7116831387636527,0.6730366299495172,0.178412375974389,0,0.9927969305070532,0.1714616045732707,0.138189100557616,0.13141176762820642,0.15644108182556912,0.4348216658457512,0.273262918322435,0.2710716199020754,0.06063797134099583,0.5407637754734571,0.5144285010413004,0.0719818774617689,0.17803454658611914,0.46878189801168824,0.33634114619943806,0.03731793437886357,0.2990232118205745,0.09743329954182928,105
Alopias superciliosus,0.1832565313509999,1.4317232861852869,0.5613009351407824,0.5378015028931686,0.16768047707148054,0,1,0.19059758268266597,0.16726387673737225,0.11465798324757454,0.09775800959174978,0.3385327171342378,0.14302975778059246,0.13533865969770684,0.03116809916725476,0.6094728363966522,0.5657806342151963,0.1163282699555976,0.33732532123958797,0.49314456644105453,0.3804109020475656,0.06168228922631436,0.3187286128212512,0.2005974140189869,95
Alopias vulpinus,0.1876381033644968,1.6837907513309245,0.6783438559395977,0.5955197621364676,0.282209325832405,0,1,0.25011562323127423,0.19148783875486067,0.19562671179426655,0.09775482365668564,0.981159820529618,0.17921329334841374,0.14774773416151032,0.08295296120724852,0.6093350477054675,0.5656073465547566,0.11648303327831444,0.33711789242770607,0.4928520144271531,0.3802583509201198,0.06176922377067221,0.31848912714944755,0.20045210500094893,96
Aptenodytes forsteri,0.9751295508634632,1.3111614252014494,1.259202928328637,1.2600087017354633,0.02891684059631666,0.4044935626362086,1,0.9786300562146376,0.979435338641828,0.04680419451702172,0.6915381218110397,0.9134696395920424,0.7813068947767337,0.7825904153489358,0.0368360630837882,1.0359522242043695,0.8618415224390825,0.439805171355976,0.5664059624897395,0.5961470528483935,1.3675165165922478,0.5524047361364596,0.8151117804557882,0.76192324009931,61
Architeuthis dux,0,0,0,0,0,0,1,0.2789070291745602,0.15208662629996444,0.2947763233217067,0,0.5973390928458849,0.1266039127976654,0.05117427328497476,0.1452694746402776,0,0,0,0,0,0.3426897421548296,0.1896327202504635,0.15305702190436613,0.11056501955758828,142
Arctocephalus australis,0,0,0,0,0,0.05094213249801176,0.3779398834103408,0.20869755233127732,0.21364154679664912,0.10382327834732416,0.7959857099995689,1,0.853997778925867,0.8422170074241945,0.04161636231533415,0,0,0,0,0,1.134842202696413,0.41883937321134446,0.7160028294850682,0.7121650317038792,142
Arctocephalus forsteri,0,0,0,0,0,0.00918907985660096,0.5995359236135074,0.18406042738082268,0.14474497451560348,0.12080115506737785,0.7484990991775645,1,0.936463997846364,1,0.0818520030152842,0,0,0,0,0,1.1234825671521218,0.3302552967675226,0.7932272703845992,0.686812195502691,142
Arctocephalus galapagoensis,1.802956472921728,1.8029879836174092,1.802980105943489,1.8029879836174092,1.5755347840595846e-5,0.20442420662947777,0.20442420662947777,0.20442420662947777,0.20442420662947777,0,0.9203418512522142,0.9203813560518476,0.9203714798519392,0.9203813560518476,1.9752399816608257e-5,1.9219055654844943,1.4785070666653215,0.7157077985481861,1.095839808714751,1.2061977669363084,1.1287973996824268,0.34854468893079693,0.7802527107516299,0.6638980264864695,NA
Arctocephalus gazella,0,0,0,0,0,0.04025224581406045,0.703597290613667,0.19861515555503903,0.20468644859961785,0.11131121923534444,0.7551674712229569,1,0.8954538499742218,0.8371518199675599,0.09584794687920002,0,0,0,0,0,1.6845831777238889,0.6845831777238889,1,1,142
Arctocephalus philippii,0,0,0,0,0,0.01163577246623073,0.5078034713467562,0.1560007028827596,0.12830938463592936,0.1273842271188211,1,1,1,1,0,0,0,0,0,0,1.109357234414777,0.2867041298866477,0.8226531045281295,0.6633803774500907,142
Arctocephalus pusillus,0,0,0,0,0,0.09512089174868436,0.3764143408163612,0.22792476372330725,0.21460027248761795,0.08609963304266995,0.6908556786561659,0.9618219216038456,0.8147486123399863,0.8187118806398769,0.08116905419741585,0,0,0,0,0,0.858637652579616,0.28738875645269807,0.571248896126918,0.540727786654055,142
Arctocephalus townsendi,0,0,0,0,0,0.08201993292201926,0.3259878156677842,0.19019424881129204,0.19323650800950795,0.08323875288407742,0.8310770053191696,0.952021810408941,0.9099256697447236,0.9202060096728484,0.04126161753281154,0,0,0,0,0,1.0907061435519272,0.3936792113491013,0.697026932202826,0.6943990718212805,142
Arctocephalus tropicalis,0,0,0,0,0,0.04593241124213711,0.6252347356024333,0.1929338177206422,0.16916927833215953,0.14724523447740642,0.7741125205591161,1,0.969461767366836,1,0.04989226971212616,0,0,0,0,0,0.846964571418861,0.19484378963275945,0.6521207817861016,0.5159511267714748,142
Argyrosomus coronus,Inf,-Inf,NA,NA,NA,0.17276453831257643,0.3177263241314664,0.2086408741681367,0.18644541346131527,0.05577056991455162,0,0.20177471508221612,0.13038680823139734,0.17001821707644665,0.08258032565350144,NA,NA,NA,NA,NA,0.32067720660261917,0.32067720660261917,0,0.1364876727536997,NA
Argyrosomus hololepidotus,1.40906343028882,1.8565055760479257,1.5573546992656824,1.4256855135747166,0.21748290413845503,0.00767675434588282,0.20011072385583897,0.07038899501115102,0.01342256020095451,0.09300053121512657,1,1,1,1,0,1.4700939807044415,1.2102372820802518,0.4398045253940625,0.8836829813934391,1.030289455310379,0.7847601562587345,0.18413457778081652,0.600625578477918,0.47326512547186816,38
Argyrosomus japonicus,Inf,-Inf,NA,NA,NA,0.00384152601783676,0.7207956919524005,0.3267661694010772,0.28656117891422117,0.18848309851747477,0.1109519204797254,0.35909582023828784,0.2405858514537719,0.23144344306446857,0.06390638493706569,NA,NA,NA,NA,NA,0.147349408466092,0.00393148490975418,0.1434179235563378,0.00607855050070544,NA
Argyrosomus regius,0,0,0,0,0,0,0.9414768987850765,0.2926094487335871,0.2786308318323406,0.20498759002668515,0,0.4357219285258864,0.17440573507824195,0.13427134310883374,0.09180940133057423,0,0,0,0,0,0.14104443634478928,0.00247327620904908,0.1385711601357402,0.00317397039103396,142
Bahaba taipingensis,1.3336931842934416,2.44392835606193,1.697356926074319,1.4666317035738383,0.462680394224098,0.12083541328011192,0.8310992146080262,0.32751137118082935,0.15324765555064546,0.3022426946829057,0.3698345862849662,0.4299137542727828,0.4025065472800041,0.4048987168993059,0.0217939946510247,1.4868853125701325,1.212985476730728,1.015979241638804,0.8389185542518061,0.4709060709313285,0.5908778406884163,0.4405167010849722,0.15036113960344405,0.3284658263997703,36
Balaena mysticetus,0,0,0,0,0,0,1,0.4330770499496778,0.40936141809295423,0.2935253277711196,0.5213813984350261,1,0.8472924999317776,0.9005821736643648,0.16161009723162048,0,0,0,0,0,0.9352231668091726,0.20026005634203292,0.7349631104671397,0.6422460794475847,142
Balaenoptera acutorostrata,0,0,0,0,0,0,1,0.25979172204406153,0.19135100730330856,0.23254112258421691,0.3424422337051744,1,0.6186497628095621,0.6045858251475948,0.08353468023978664,0,0,0,0,0,0.8532097098362169,0.19744757484885012,0.6557621349873668,0.5428755525099064,142
Balaenoptera bonaerensis,0.20723223441153,1.3161486768318356,0.5987401642609691,0.5637201407730655,0.21629373401868393,0,1,0.19487742110386463,0.13487094258867122,0.221293925199383,0.2302682492302856,0.9548111581504702,0.5515664204606495,0.5351754569711658,0.13784905035799797,0.7419699968994513,0.6711148760217397,0.17109698865473769,0.5058203150856042,0.5708730082447137,0.9564172679251892,0.18660583074403855,0.7698114371811507,0.6583453283391173,81
